graph_name,name,code,n,m,konect_url,data_url
edit-hewikibooks,Wikibooks edits (he),bhe,18548,100052,http://konect.cc/networks/edit-hewikibooks/,http://konect.cc/files/download.tsv.edit-hewikibooks.tar.bz2
movielens-10m_ti,MovieLens tag–item,Mti,24129,95580,http://konect.cc/networks/movielens-10m_ti/,http://konect.cc/files/download.tsv.movielens-10m_ti.tar.bz2
movielens-10m_ui,MovieLens user–item,Mui,11610,95580,http://konect.cc/networks/movielens-10m_ui/,http://konect.cc/files/download.tsv.movielens-10m_ui.tar.bz2
movielens-10m_ut,MovieLens user–tag,Mut,20537,95580,http://konect.cc/networks/movielens-10m_ut/,http://konect.cc/files/download.tsv.movielens-10m_ut.tar.bz2
wikipedia_link_pam,Wikipedia links (pam),Wpam,9537,220180,http://konect.cc/networks/wikipedia_link_pam/,http://konect.cc/files/download.tsv.wikipedia_link_pam.tar.bz2
linux,Linux sources,LX,30837,213954,http://konect.cc/networks/linux/,http://konect.cc/files/download.tsv.linux.tar.bz2
edit-zhwikinews,Wikinews edits (zh),nzh,25842,100229,http://konect.cc/networks/edit-zhwikinews/,http://konect.cc/files/download.tsv.edit-zhwikinews.tar.bz2
edit-brwikisource,Wikiquote edits (br),qbr,44718,101928,http://konect.cc/networks/edit-brwikisource/,http://konect.cc/files/download.tsv.edit-brwikisource.tar.bz2
edit-lnwiki,Wikipedia edits (ln),ln,8637,106315,http://konect.cc/networks/edit-lnwiki/,http://konect.cc/files/download.tsv.edit-lnwiki.tar.bz2
edit-novwiki,Wikipedia edits (nov),nov,5108,107509,http://konect.cc/networks/edit-novwiki/,http://konect.cc/files/download.tsv.edit-novwiki.tar.bz2
edit-stqwiki,Wikipedia edits (stq),stq,10580,109121,http://konect.cc/networks/edit-stqwiki/,http://konect.cc/files/download.tsv.edit-stqwiki.tar.bz2
wikipedia_link_mhr,Wikipedia links (mhr),Wmhr,14569,226643,http://konect.cc/networks/wikipedia_link_mhr/,http://konect.cc/files/download.tsv.wikipedia_link_mhr.tar.bz2
edit-dvwiki,Wikipedia edits (dv),dv,11438,108959,http://konect.cc/networks/edit-dvwiki/,http://konect.cc/files/download.tsv.edit-dvwiki.tar.bz2
edit-jvwiktionary,Wiktionary edits (jv),mjv,72179,102036,http://konect.cc/networks/edit-jvwiktionary/,http://konect.cc/files/download.tsv.edit-jvwiktionary.tar.bz2
edit-iewiki,Wikipedia edits (ie),ie,6974,109987,http://konect.cc/networks/edit-iewiki/,http://konect.cc/files/download.tsv.edit-iewiki.tar.bz2
edit-ruwikiversity,Wikiversity edits (ru),yru,22838,104220,http://konect.cc/networks/edit-ruwikiversity/,http://konect.cc/files/download.tsv.edit-ruwikiversity.tar.bz2
loc-brightkite_edges,Brightkite,BK,58228,214078,http://konect.cc/networks/loc-brightkite_edges/,http://konect.cc/files/download.tsv.loc-brightkite_edges.tar.bz2
edit-kywiktionary,Wiktionary edits (ky),mky,54082,106433,http://konect.cc/networks/edit-kywiktionary/,http://konect.cc/files/download.tsv.edit-kywiktionary.tar.bz2
wikipedia_link_fiu_vro,Wikipedia links (fiu-vro),Wfiu-vro,6424,280614,http://konect.cc/networks/wikipedia_link_fiu_vro/,http://konect.cc/files/download.tsv.wikipedia_link_fiu_vro.tar.bz2
edit-skwiktionary,Wiktionary edits (sk),msk,22385,109533,http://konect.cc/networks/edit-skwiktionary/,http://konect.cc/files/download.tsv.edit-skwiktionary.tar.bz2
edit-sawikisource,Wikiquote edits (sa),qsa,50410,106991,http://konect.cc/networks/edit-sawikisource/,http://konect.cc/files/download.tsv.edit-sawikisource.tar.bz2
edit-fawikiquote,Wikiquote edits (fa),qfa,25584,108605,http://konect.cc/networks/edit-fawikiquote/,http://konect.cc/files/download.tsv.edit-fawikiquote.tar.bz2
elec,Wikipedia elections,EL,7118,103675,http://konect.cc/networks/elec/,http://konect.cc/files/download.tsv.elec.tar.bz2
dbpedia-producer,Producers,PR,187677,207268,http://konect.cc/networks/dbpedia-producer/,http://konect.cc/files/download.tsv.dbpedia-producer.tar.bz2
edit-kvwiki,Wikipedia edits (kv),kv,12240,114939,http://konect.cc/networks/edit-kvwiki/,http://konect.cc/files/download.tsv.edit-kvwiki.tar.bz2
wikipedia_link_se,Wikipedia links (se),Wse,8622,259998,http://konect.cc/networks/wikipedia_link_se/,http://konect.cc/files/download.tsv.wikipedia_link_se.tar.bz2
edit-ugwiki,Wikipedia edits (ug),ug,12183,116274,http://konect.cc/networks/edit-ugwiki/,http://konect.cc/files/download.tsv.edit-ugwiki.tar.bz2
edit-ndswiktionary,Wiktionary edits (nds),mnds,33077,115434,http://konect.cc/networks/edit-ndswiktionary/,http://konect.cc/files/download.tsv.edit-ndswiktionary.tar.bz2
edit-bowiki,Wikipedia edits (bo),bo,17244,116737,http://konect.cc/networks/edit-bowiki/,http://konect.cc/files/download.tsv.edit-bowiki.tar.bz2
edit-swwiktionary,Wiktionary edits (sw),msw,16439,120851,http://konect.cc/networks/edit-swwiktionary/,http://konect.cc/files/download.tsv.edit-swwiktionary.tar.bz2
edit-frrwiki,Wikipedia edits (frr),frr,20137,123282,http://konect.cc/networks/edit-frrwiki/,http://konect.cc/files/download.tsv.edit-frrwiki.tar.bz2
edit-dsbwiki,Wikipedia edits (dsb),dsb,11708,122987,http://konect.cc/networks/edit-dsbwiki/,http://konect.cc/files/download.tsv.edit-dsbwiki.tar.bz2
edit-rmwiki,Wikipedia edits (rm),rm,9312,124234,http://konect.cc/networks/edit-rmwiki/,http://konect.cc/files/download.tsv.edit-rmwiki.tar.bz2
edit-xmfwiki,Wikipedia edits (xmf),xmf,25928,123243,http://konect.cc/networks/edit-xmfwiki/,http://konect.cc/files/download.tsv.edit-xmfwiki.tar.bz2
dbpedia-recordlabel,Record labels,RL,186758,233286,http://konect.cc/networks/dbpedia-recordlabel/,http://konect.cc/files/download.tsv.dbpedia-recordlabel.tar.bz2
edit-cawikinews,Wikinews edits (ca),nca,11942,125869,http://konect.cc/networks/edit-cawikinews/,http://konect.cc/files/download.tsv.edit-cawikinews.tar.bz2
edit-ptwikiquote,Wikiquote edits (pt),qpt,30579,124568,http://konect.cc/networks/edit-ptwikiquote/,http://konect.cc/files/download.tsv.edit-ptwikiquote.tar.bz2
edit-roa_tarawiki,Wikipedia edits (roa-tara),roa-tara,18036,126492,http://konect.cc/networks/edit-roa_tarawiki/,http://konect.cc/files/download.tsv.edit-roa_tarawiki.tar.bz2
edit-nowikisource,Wikiquote edits (no),qno,61424,120876,http://konect.cc/networks/edit-nowikisource/,http://konect.cc/files/download.tsv.edit-nowikisource.tar.bz2
edit-scwiki,Wikipedia edits (sc),sc,13682,127309,http://konect.cc/networks/edit-scwiki/,http://konect.cc/files/download.tsv.edit-scwiki.tar.bz2
edit-fywiktionary,Wiktionary edits (fy),mfy,17503,127908,http://konect.cc/networks/edit-fywiktionary/,http://konect.cc/files/download.tsv.edit-fywiktionary.tar.bz2
edit-crhwiki,Wikipedia edits (crh),crh,19970,128264,http://konect.cc/networks/edit-crhwiki/,http://konect.cc/files/download.tsv.edit-crhwiki.tar.bz2
edit-sowiki,Wikipedia edits (so),so,20387,127958,http://konect.cc/networks/edit-sowiki/,http://konect.cc/files/download.tsv.edit-sowiki.tar.bz2
edit-eowikinews,Wikinews edits (eo),neo,6031,125544,http://konect.cc/networks/edit-eowikinews/,http://konect.cc/files/download.tsv.edit-eowikinews.tar.bz2
edit-slwiktionary,Wiktionary edits (sl),msl,16657,130193,http://konect.cc/networks/edit-slwiktionary/,http://konect.cc/files/download.tsv.edit-slwiktionary.tar.bz2
wiki_talk_bn,Wikipedia talk (bn),Tbn,83803,122078,http://konect.cc/networks/wiki_talk_bn/,http://konect.cc/files/download.tsv.wiki_talk_bn.tar.bz2
wikipedia_link_fo,Wikipedia links (fo),Wfo,17649,296944,http://konect.cc/networks/wikipedia_link_fo/,http://konect.cc/files/download.tsv.wikipedia_link_fo.tar.bz2
wikipedia_link_hsb,Wikipedia links (hsb),Whsb,17665,280929,http://konect.cc/networks/wikipedia_link_hsb/,http://konect.cc/files/download.tsv.wikipedia_link_hsb.tar.bz2
edit-mznwiki,Wikipedia edits (mzn),mzn,28129,130249,http://konect.cc/networks/edit-mznwiki/,http://konect.cc/files/download.tsv.edit-mznwiki.tar.bz2
edit-hewikivoyage,Wikivoyage edits (he),vhe,13272,137890,http://konect.cc/networks/edit-hewikivoyage/,http://konect.cc/files/download.tsv.edit-hewikivoyage.tar.bz2
edit-tlwiktionary,Wiktionary edits (tl),mtl,26189,130807,http://konect.cc/networks/edit-tlwiktionary/,http://konect.cc/files/download.tsv.edit-tlwiktionary.tar.bz2
wikispeedia,Wikispeedia,WS,4179,343950,http://konect.cc/networks/wikispeedia/,http://konect.cc/files/download.tsv.wikispeedia.tar.bz2
wikipedia_link_os,Wikipedia links (os),Wos,20874,265981,http://konect.cc/networks/wikipedia_link_os/,http://konect.cc/files/download.tsv.wikipedia_link_os.tar.bz2
wiki_talk_sk,Wikipedia talk (sk),Tsk,41452,131884,http://konect.cc/networks/wiki_talk_sk/,http://konect.cc/files/download.tsv.wiki_talk_sk.tar.bz2
edit-jawikinews,Wikinews edits (ja),nja,26220,132830,http://konect.cc/networks/edit-jawikinews/,http://konect.cc/files/download.tsv.edit-jawikinews.tar.bz2
edit-afwiktionary,Wiktionary edits (af),maf,22147,134781,http://konect.cc/networks/edit-afwiktionary/,http://konect.cc/files/download.tsv.edit-afwiktionary.tar.bz2
edit-itwikiversity,Wikiversity edits (it),yit,21860,129951,http://konect.cc/networks/edit-itwikiversity/,http://konect.cc/files/download.tsv.edit-itwikiversity.tar.bz2
wikipedia_link_hif,Wikipedia links (hif),Whif,8758,335267,http://konect.cc/networks/wikipedia_link_hif/,http://konect.cc/files/download.tsv.wikipedia_link_hif.tar.bz2
edit-miwiki,Wikipedia edits (mi),mi,13743,136602,http://konect.cc/networks/edit-miwiki/,http://konect.cc/files/download.tsv.edit-miwiki.tar.bz2
wikipedia_link_diq,Wikipedia links (diq),Wdiq,11810,310697,http://konect.cc/networks/wikipedia_link_diq/,http://konect.cc/files/download.tsv.wikipedia_link_diq.tar.bz2
edit-slwikisource,Wikiquote edits (sl),qsl,29080,132041,http://konect.cc/networks/edit-slwikisource/,http://konect.cc/files/download.tsv.edit-slwikisource.tar.bz2
wikipedia_link_vec,Wikipedia links (vec),Wvec,17524,293008,http://konect.cc/networks/wikipedia_link_vec/,http://konect.cc/files/download.tsv.wikipedia_link_vec.tar.bz2
edit-cswikisource,Wikiquote edits (cs),qcs,53415,135389,http://konect.cc/networks/edit-cswikisource/,http://konect.cc/files/download.tsv.edit-cswikisource.tar.bz2
dbpedia-occupation,Occupations,OC,229307,250945,http://konect.cc/networks/dbpedia-occupation/,http://konect.cc/files/download.tsv.dbpedia-occupation.tar.bz2
edit-nvwiki,Wikipedia edits (nv),nv,14833,141787,http://konect.cc/networks/edit-nvwiki/,http://konect.cc/files/download.tsv.edit-nvwiki.tar.bz2
edit-kowikisource,Wikiquote edits (ko),qko,35955,138598,http://konect.cc/networks/edit-kowikisource/,http://konect.cc/files/download.tsv.edit-kowikisource.tar.bz2
edit-lijwiki,Wikipedia edits (lij),lij,14834,142783,http://konect.cc/networks/edit-lijwiki/,http://konect.cc/files/download.tsv.edit-lijwiki.tar.bz2
edit-scnwiktionary,Wiktionary edits (scn),mscn,28112,145672,http://konect.cc/networks/edit-scnwiktionary/,http://konect.cc/files/download.tsv.edit-scnwiktionary.tar.bz2
wikipedia_link_cdo,Wikipedia links (cdo),Wcdo,14816,306031,http://konect.cc/networks/wikipedia_link_cdo/,http://konect.cc/files/download.tsv.wikipedia_link_cdo.tar.bz2
edit-csbwiki,Wikipedia edits (csb),csb,9613,147841,http://konect.cc/networks/edit-csbwiki/,http://konect.cc/files/download.tsv.edit-csbwiki.tar.bz2
edit-wuuwiki,Wikipedia edits (wuu),wuu,18033,145064,http://konect.cc/networks/edit-wuuwiki/,http://konect.cc/files/download.tsv.edit-wuuwiki.tar.bz2
edit-maiwiki,Wikipedia edits (mai),mai,33865,140034,http://konect.cc/networks/edit-maiwiki/,http://konect.cc/files/download.tsv.edit-maiwiki.tar.bz2
edit-aswiki,Wikipedia edits (as),as,39264,142592,http://konect.cc/networks/edit-aswiki/,http://konect.cc/files/download.tsv.edit-aswiki.tar.bz2
edit-furwiki,Wikipedia edits (fur),fur,8444,151824,http://konect.cc/networks/edit-furwiki/,http://konect.cc/files/download.tsv.edit-furwiki.tar.bz2
edit-mlwikisource,Wikiquote edits (ml),qml,43889,142340,http://konect.cc/networks/edit-mlwikisource/,http://konect.cc/files/download.tsv.edit-mlwikisource.tar.bz2
edit-mhrwiki,Wikipedia edits (mhr),mhr,22981,151128,http://konect.cc/networks/edit-mhrwiki/,http://konect.cc/files/download.tsv.edit-mhrwiki.tar.bz2
edit-zh_min_nanwiktionary,Wiktionary edits (zh-min-nan),mzh-min-nan,23748,151552,http://konect.cc/networks/edit-zh_min_nanwiktionary/,http://konect.cc/files/download.tsv.edit-zh_min_nanwiktionary.tar.bz2
wikipedia_link_glk,Wikipedia links (glk),Wglk,7332,340451,http://konect.cc/networks/wikipedia_link_glk/,http://konect.cc/files/download.tsv.wikipedia_link_glk.tar.bz2
edit-bclwiki,Wikipedia edits (bcl),bcl,13304,156093,http://konect.cc/networks/edit-bclwiki/,http://konect.cc/files/download.tsv.edit-bclwiki.tar.bz2
wikipedia_link_kn,Wikipedia links (kn),Wkn,29531,310910,http://konect.cc/networks/wikipedia_link_kn/,http://konect.cc/files/download.tsv.wikipedia_link_kn.tar.bz2
edit-cywiktionary,Wiktionary edits (cy),mcy,27506,154093,http://konect.cc/networks/edit-cywiktionary/,http://konect.cc/files/download.tsv.edit-cywiktionary.tar.bz2
edit-fiu_vrowiki,Wikipedia edits (fiu-vro),fiu-vro,10914,157786,http://konect.cc/networks/edit-fiu_vrowiki/,http://konect.cc/files/download.tsv.edit-fiu_vrowiki.tar.bz2
edit-hywikisource,Wikiquote edits (hy),qhy,57699,149545,http://konect.cc/networks/edit-hywikisource/,http://konect.cc/files/download.tsv.edit-hywikisource.tar.bz2
edit-orwiktionary,Wiktionary edits (or),mor,109998,150883,http://konect.cc/networks/edit-orwiktionary/,http://konect.cc/files/download.tsv.edit-orwiktionary.tar.bz2
edit-fywiki,Wikipedia edits (fy),fy,4551,161936,http://konect.cc/networks/edit-fywiki/,http://konect.cc/files/download.tsv.edit-fywiki.tar.bz2
edit-kwwiki,Wikipedia edits (kw),kw,8623,160255,http://konect.cc/networks/edit-kwwiki/,http://konect.cc/files/download.tsv.edit-kwwiki.tar.bz2
slashdot-threads,Slashdot,SD,51083,140778,http://konect.cc/networks/slashdot-threads/,http://konect.cc/files/download.tsv.slashdot-threads.tar.bz2
edit-kshwiki,Wikipedia edits (ksh),ksh,11673,161147,http://konect.cc/networks/edit-kshwiki/,http://konect.cc/files/download.tsv.edit-kshwiki.tar.bz2
wikipedia_link_sah,Wikipedia links (sah),Wsah,15531,352209,http://konect.cc/networks/wikipedia_link_sah/,http://konect.cc/files/download.tsv.wikipedia_link_sah.tar.bz2
wikipedia_link_map_bms,Wikipedia links (map-bms),Wmap-bms,14162,345041,http://konect.cc/networks/wikipedia_link_map_bms/,http://konect.cc/files/download.tsv.wikipedia_link_map_bms.tar.bz2
youtube-groupmemberships,YouTube,YG,124325,293360,http://konect.cc/networks/youtube-groupmemberships/,http://konect.cc/files/download.tsv.youtube-groupmemberships.tar.bz2
edit-pswiki,Wikipedia edits (ps),ps,26094,161969,http://konect.cc/networks/edit-pswiki/,http://konect.cc/files/download.tsv.edit-pswiki.tar.bz2
wikipedia_link_bcl,Wikipedia links (bcl),Wbcl,8130,349496,http://konect.cc/networks/wikipedia_link_bcl/,http://konect.cc/files/download.tsv.wikipedia_link_bcl.tar.bz2
wikipedia_link_gd,Wikipedia links (gd),Wgd,22978,340005,http://konect.cc/networks/wikipedia_link_gd/,http://konect.cc/files/download.tsv.wikipedia_link_gd.tar.bz2
edit-gomwiki,Wikipedia edits (gom),gom,11657,163422,http://konect.cc/networks/edit-gomwiki/,http://konect.cc/files/download.tsv.edit-gomwiki.tar.bz2
edit-azbwiki,Wikipedia edits (azb),azb,44365,160629,http://konect.cc/networks/edit-azbwiki/,http://konect.cc/files/download.tsv.edit-azbwiki.tar.bz2
dbpedia-starring,Actors (DBpedia),ST,157184,281396,http://konect.cc/networks/dbpedia-starring/,http://konect.cc/files/download.tsv.dbpedia-starring.tar.bz2
edit-frpwiki,Wikipedia edits (frp),frp,7702,169876,http://konect.cc/networks/edit-frpwiki/,http://konect.cc/files/download.tsv.edit-frpwiki.tar.bz2
edit-angwiki,Wikipedia edits (ang),ang,16202,168436,http://konect.cc/networks/edit-angwiki/,http://konect.cc/files/download.tsv.edit-angwiki.tar.bz2
edit-plwikibooks,Wikibooks edits (pl),bpl,22011,163911,http://konect.cc/networks/edit-plwikibooks/,http://konect.cc/files/download.tsv.edit-plwikibooks.tar.bz2
dbpedia-location,DBpedia locations,LO,225498,293697,http://konect.cc/networks/dbpedia-location/,http://konect.cc/files/download.tsv.dbpedia-location.tar.bz2
edit-kmwiki,Wikipedia edits (km),km,28481,164036,http://konect.cc/networks/edit-kmwiki/,http://konect.cc/files/download.tsv.edit-kmwiki.tar.bz2
edit-astwiktionary,Wiktionary edits (ast),mast,22048,175134,http://konect.cc/networks/edit-astwiktionary/,http://konect.cc/files/download.tsv.edit-astwiktionary.tar.bz2
edit-fjwiktionary,Wiktionary edits (fj),mfj,32313,170714,http://konect.cc/networks/edit-fjwiktionary/,http://konect.cc/files/download.tsv.edit-fjwiktionary.tar.bz2
edit-ladwiki,Wikipedia edits (lad),lad,15044,174807,http://konect.cc/networks/edit-ladwiki/,http://konect.cc/files/download.tsv.edit-ladwiki.tar.bz2
edit-cowiki,Wikipedia edits (co),co,13948,177084,http://konect.cc/networks/edit-cowiki/,http://konect.cc/files/download.tsv.edit-cowiki.tar.bz2
cit-HepTh,arXiv hep-th,THc,27770,352807,http://konect.cc/networks/cit-HepTh/,http://konect.cc/files/download.tsv.cit-HepTh.tar.bz2
edit-tewikisource,Wikiquote edits (te),qte,54263,168296,http://konect.cc/networks/edit-tewikisource/,http://konect.cc/files/download.tsv.edit-tewikisource.tar.bz2
wikipedia_link_bh,Wikipedia links (bh),Wbh,15581,382620,http://konect.cc/networks/wikipedia_link_bh/,http://konect.cc/files/download.tsv.wikipedia_link_bh.tar.bz2
eat,Edinburgh Associative Thesaurus,EA,23132,511764,http://konect.cc/networks/eat/,http://konect.cc/files/download.tsv.eat.tar.bz2
topology,Internet topology,TO,34761,171403,http://konect.cc/networks/topology/,http://konect.cc/files/download.tsv.topology.tar.bz2
wikipedia_link_li,Wikipedia links (li),Wli,49129,375392,http://konect.cc/networks/wikipedia_link_li/,http://konect.cc/files/download.tsv.wikipedia_link_li.tar.bz2
edit-lawiktionary,Wiktionary edits (la),mla,30656,177936,http://konect.cc/networks/edit-lawiktionary/,http://konect.cc/files/download.tsv.edit-lawiktionary.tar.bz2
edit-wawiktionary,Wiktionary edits (wa),mwa,46386,182251,http://konect.cc/networks/edit-wawiktionary/,http://konect.cc/files/download.tsv.edit-wawiktionary.tar.bz2
edit-bugwiki,Wikipedia edits (bug),bug,19261,184412,http://konect.cc/networks/edit-bugwiki/,http://konect.cc/files/download.tsv.edit-bugwiki.tar.bz2
edit-tkwiki,Wikipedia edits (tk),tk,13512,186243,http://konect.cc/networks/edit-tkwiki/,http://konect.cc/files/download.tsv.edit-tkwiki.tar.bz2
edit-szlwiki,Wikipedia edits (szl),szl,17240,189325,http://konect.cc/networks/edit-szlwiki/,http://konect.cc/files/download.tsv.edit-szlwiki.tar.bz2
bag-kos,Daily Kos,DA,10336,467714,http://konect.cc/networks/bag-kos/,http://konect.cc/files/download.tsv.bag-kos.tar.bz2
edit-map_bmswiki,Wikipedia edits (map-bms),map-bms,28464,185840,http://konect.cc/networks/edit-map_bmswiki/,http://konect.cc/files/download.tsv.edit-map_bmswiki.tar.bz2
wikipedia_link_xmf,Wikipedia links (xmf),Wxmf,15600,405676,http://konect.cc/networks/wikipedia_link_xmf/,http://konect.cc/files/download.tsv.wikipedia_link_xmf.tar.bz2
edit-mtwiki,Wikipedia edits (mt),mt,16594,190769,http://konect.cc/networks/edit-mtwiki/,http://konect.cc/files/download.tsv.edit-mtwiki.tar.bz2
douban,Douban,DB,154908,327162,http://konect.cc/networks/douban/,http://konect.cc/files/download.tsv.douban.tar.bz2
edit-ruwikivoyage,Wikivoyage edits (ru),vru,16613,194277,http://konect.cc/networks/edit-ruwikivoyage/,http://konect.cc/files/download.tsv.edit-ruwikivoyage.tar.bz2
edit-frwikiquote,Wikiquote edits (fr),qfr,27896,184257,http://konect.cc/networks/edit-frwikiquote/,http://konect.cc/files/download.tsv.edit-frwikiquote.tar.bz2
wiki_talk_el,Wikipedia talk (el),Tel,40254,190279,http://konect.cc/networks/wiki_talk_el/,http://konect.cc/files/download.tsv.wiki_talk_el.tar.bz2
wikipedia_link_hak,Wikipedia links (hak),Whak,11487,427057,http://konect.cc/networks/wikipedia_link_hak/,http://konect.cc/files/download.tsv.wikipedia_link_hak.tar.bz2
edit-nrmwiki,Wikipedia edits (nrm),nrm,8944,201831,http://konect.cc/networks/edit-nrmwiki/,http://konect.cc/files/download.tsv.edit-nrmwiki.tar.bz2
wang-tripadvisor,TripAdvisor,TA,147075,175765,http://konect.cc/networks/wang-tripadvisor/,http://konect.cc/files/download.tsv.wang-tripadvisor.tar.bz2
edit-vowiktionary,Wiktionary edits (vo),mvo,25457,195457,http://konect.cc/networks/edit-vowiktionary/,http://konect.cc/files/download.tsv.edit-vowiktionary.tar.bz2
edit-plwikinews,Wikinews edits (pl),npl,43407,192332,http://konect.cc/networks/edit-plwikinews/,http://konect.cc/files/download.tsv.edit-plwikinews.tar.bz2
wikipedia_link_ht,Wikipedia links (ht),Wht,57219,384030,http://konect.cc/networks/wikipedia_link_ht/,http://konect.cc/files/download.tsv.wikipedia_link_ht.tar.bz2
edit-eswikiquote,Wikiquote edits (es),qes,35344,202296,http://konect.cc/networks/edit-eswikiquote/,http://konect.cc/files/download.tsv.edit-eswikiquote.tar.bz2
edit-hifwiki,Wikipedia edits (hif),hif,31566,208674,http://konect.cc/networks/edit-hifwiki/,http://konect.cc/files/download.tsv.edit-hifwiki.tar.bz2
wikipedia_link_nso,Wikipedia links (nso),Wnso,8152,455809,http://konect.cc/networks/wikipedia_link_nso/,http://konect.cc/files/download.tsv.wikipedia_link_nso.tar.bz2
edit-ruwikiquote,Wikiquote edits (ru),qru,37740,204682,http://konect.cc/networks/edit-ruwikiquote/,http://konect.cc/files/download.tsv.edit-ruwikiquote.tar.bz2
cit-HepPh,arXiv hep-ph,PHc,34546,421578,http://konect.cc/networks/cit-HepPh/,http://konect.cc/files/download.tsv.cit-HepPh.tar.bz2
edit-ukwiktionary,Wiktionary edits (uk),muk,45588,216084,http://konect.cc/networks/edit-ukwiktionary/,http://konect.cc/files/download.tsv.edit-ukwiktionary.tar.bz2
email-EuAll,EU institution,EU,265214,420045,http://konect.cc/networks/email-EuAll/,http://konect.cc/files/download.tsv.email-EuAll.tar.bz2
edit-brwiktionary,Wiktionary edits (br),mbr,44388,217681,http://konect.cc/networks/edit-brwiktionary/,http://konect.cc/files/download.tsv.edit-brwiktionary.tar.bz2
edit-nlwikibooks,Wikibooks edits (nl),bnl,29946,213603,http://konect.cc/networks/edit-nlwikibooks/,http://konect.cc/files/download.tsv.edit-nlwikibooks.tar.bz2
edit-trwikinews,Wikinews edits (tr),ntr,10072,235204,http://konect.cc/networks/edit-trwikinews/,http://konect.cc/files/download.tsv.edit-trwikinews.tar.bz2
edit-arwikisource,Wikiquote edits (ar),qar,130274,210895,http://konect.cc/networks/edit-arwikisource/,http://konect.cc/files/download.tsv.edit-arwikisource.tar.bz2
wikipedia_link_mn,Wikipedia links (mn),Wmn,24924,488451,http://konect.cc/networks/wikipedia_link_mn/,http://konect.cc/files/download.tsv.wikipedia_link_mn.tar.bz2
edit-hrwiktionary,Wiktionary edits (hr),mhr,41101,224685,http://konect.cc/networks/edit-hrwiktionary/,http://konect.cc/files/download.tsv.edit-hrwiktionary.tar.bz2
edit-hewiktionary,Wiktionary edits (he),mhe,38019,223551,http://konect.cc/networks/edit-hewiktionary/,http://konect.cc/files/download.tsv.edit-hewiktionary.tar.bz2
edit-diqwiki,Wikipedia edits (diq),diq,27295,231555,http://konect.cc/networks/edit-diqwiki/,http://konect.cc/files/download.tsv.edit-diqwiki.tar.bz2
wikipedia_link_arz,Wikipedia links (arz),Warz,24958,502048,http://konect.cc/networks/wikipedia_link_arz/,http://konect.cc/files/download.tsv.wikipedia_link_arz.tar.bz2
wikipedia_link_or,Wikipedia links (or),Wor,25876,439724,http://konect.cc/networks/wikipedia_link_or/,http://konect.cc/files/download.tsv.wikipedia_link_or.tar.bz2
edit-fawikinews,Wikinews edits (fa),nfa,17279,241703,http://konect.cc/networks/edit-fawikinews/,http://konect.cc/files/download.tsv.edit-fawikinews.tar.bz2
edit-mnwiktionary,Wiktionary edits (mn),mmn,46998,227450,http://konect.cc/networks/edit-mnwiktionary/,http://konect.cc/files/download.tsv.edit-mnwiktionary.tar.bz2
edit-eswikibooks,Wikibooks edits (es),bes,40141,218263,http://konect.cc/networks/edit-eswikibooks/,http://konect.cc/files/download.tsv.edit-eswikibooks.tar.bz2
edit-ptwikisource,Wikiquote edits (pt),qpt,98234,229396,http://konect.cc/networks/edit-ptwikisource/,http://konect.cc/files/download.tsv.edit-ptwikisource.tar.bz2
edit-iswiktionary,Wiktionary edits (is),mis,27047,236424,http://konect.cc/networks/edit-iswiktionary/,http://konect.cc/files/download.tsv.edit-iswiktionary.tar.bz2
github,Github,GH,177386,440237,http://konect.cc/networks/github/,http://konect.cc/files/download.tsv.github.tar.bz2
soc-Epinions1,Epinions,ES,75879,508837,http://konect.cc/networks/soc-Epinions1/,http://konect.cc/files/download.tsv.soc-Epinions1.tar.bz2
dbpedia-genre,Genres (DBpedia),GE,266717,463497,http://konect.cc/networks/dbpedia-genre/,http://konect.cc/files/download.tsv.dbpedia-genre.tar.bz2
edit-huwikibooks,Wikibooks edits (hu),bhu,63280,247166,http://konect.cc/networks/edit-huwikibooks/,http://konect.cc/files/download.tsv.edit-huwikibooks.tar.bz2
edit-itwikibooks,Wikibooks edits (it),bit,30047,238977,http://konect.cc/networks/edit-itwikibooks/,http://konect.cc/files/download.tsv.edit-itwikibooks.tar.bz2
edit-kywiki,Wikipedia edits (ky),ky,89898,239048,http://konect.cc/networks/edit-kywiki/,http://konect.cc/files/download.tsv.edit-kywiki.tar.bz2
edit-ptwikinews,Wikinews edits (pt),npt,42449,247874,http://konect.cc/networks/edit-ptwikinews/,http://konect.cc/files/download.tsv.edit-ptwikinews.tar.bz2
edit-zh_classicalwiki,Wikipedia edits (zh-classical),zh-classical,74548,249971,http://konect.cc/networks/edit-zh_classicalwiki/,http://konect.cc/files/download.tsv.edit-zh_classicalwiki.tar.bz2
edit-sewiki,Wikipedia edits (se),se,18055,261169,http://konect.cc/networks/edit-sewiki/,http://konect.cc/files/download.tsv.edit-sewiki.tar.bz2
edit-nds_nlwiki,Wikipedia edits (nds-nl),nds-nl,18232,262921,http://konect.cc/networks/edit-nds_nlwiki/,http://konect.cc/files/download.tsv.edit-nds_nlwiki.tar.bz2
edit-pamwiki,Wikipedia edits (pam),pam,19529,265279,http://konect.cc/networks/edit-pamwiki/,http://konect.cc/files/download.tsv.edit-pamwiki.tar.bz2
edit-orwiki,Wikipedia edits (or),or,59154,256511,http://konect.cc/networks/edit-orwiki/,http://konect.cc/files/download.tsv.edit-orwiki.tar.bz2
